Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,DK,Denmark,EURO,0,0,0,0
2020-01-04,DK,Denmark,EURO,0,0,0,0
2020-01-05,DK,Denmark,EURO,0,0,0,0
2020-01-06,DK,Denmark,EURO,0,0,0,0
2020-01-07,DK,Denmark,EURO,0,0,0,0
2020-01-08,DK,Denmark,EURO,0,0,0,0
2020-01-09,DK,Denmark,EURO,0,0,0,0
2020-01-10,DK,Denmark,EURO,0,0,0,0
2020-01-11,DK,Denmark,EURO,0,0,0,0
2020-01-12,DK,Denmark,EURO,0,0,0,0
2020-01-13,DK,Denmark,EURO,0,0,0,0
2020-01-14,DK,Denmark,EURO,0,0,0,0
2020-01-15,DK,Denmark,EURO,0,0,0,0
2020-01-16,DK,Denmark,EURO,0,0,0,0
2020-01-17,DK,Denmark,EURO,0,0,0,0
2020-01-18,DK,Denmark,EURO,0,0,0,0
2020-01-19,DK,Denmark,EURO,0,0,0,0
2020-01-20,DK,Denmark,EURO,0,0,0,0
2020-01-21,DK,Denmark,EURO,0,0,0,0
2020-01-22,DK,Denmark,EURO,0,0,0,0
2020-01-23,DK,Denmark,EURO,0,0,0,0
2020-01-24,DK,Denmark,EURO,0,0,0,0
2020-01-25,DK,Denmark,EURO,0,0,0,0
2020-01-26,DK,Denmark,EURO,0,0,0,0
2020-01-27,DK,Denmark,EURO,0,0,0,0
2020-01-28,DK,Denmark,EURO,0,0,0,0
2020-01-29,DK,Denmark,EURO,0,0,0,0
2020-01-30,DK,Denmark,EURO,0,0,0,0
2020-01-31,DK,Denmark,EURO,0,0,0,0
2020-02-01,DK,Denmark,EURO,0,0,0,0
2020-02-02,DK,Denmark,EURO,0,0,0,0
2020-02-03,DK,Denmark,EURO,0,0,0,0
2020-02-04,DK,Denmark,EURO,0,0,0,0
2020-02-05,DK,Denmark,EURO,0,0,0,0
2020-02-06,DK,Denmark,EURO,0,0,0,0
2020-02-07,DK,Denmark,EURO,0,0,0,0
2020-02-08,DK,Denmark,EURO,0,0,0,0
2020-02-09,DK,Denmark,EURO,0,0,0,0
2020-02-10,DK,Denmark,EURO,0,0,0,0
2020-02-11,DK,Denmark,EURO,0,0,0,0
2020-02-12,DK,Denmark,EURO,0,0,0,0
2020-02-13,DK,Denmark,EURO,0,0,0,0
2020-02-14,DK,Denmark,EURO,0,0,0,0
2020-02-15,DK,Denmark,EURO,0,0,0,0
2020-02-16,DK,Denmark,EURO,0,0,0,0
2020-02-17,DK,Denmark,EURO,0,0,0,0
2020-02-18,DK,Denmark,EURO,0,0,0,0
2020-02-19,DK,Denmark,EURO,0,0,0,0
2020-02-20,DK,Denmark,EURO,0,0,0,0
2020-02-21,DK,Denmark,EURO,0,0,0,0
2020-02-22,DK,Denmark,EURO,0,0,0,0
2020-02-23,DK,Denmark,EURO,0,0,0,0
2020-02-24,DK,Denmark,EURO,0,0,0,0
2020-02-25,DK,Denmark,EURO,0,0,0,0
2020-02-26,DK,Denmark,EURO,0,0,0,0
2020-02-27,DK,Denmark,EURO,1,1,0,0
2020-02-28,DK,Denmark,EURO,1,2,0,0
2020-02-29,DK,Denmark,EURO,0,2,0,0
2020-03-01,DK,Denmark,EURO,1,3,0,0
2020-03-02,DK,Denmark,EURO,1,4,0,0
2020-03-03,DK,Denmark,EURO,4,8,0,0
2020-03-04,DK,Denmark,EURO,4,12,0,0
2020-03-05,DK,Denmark,EURO,3,15,0,0
2020-03-06,DK,Denmark,EURO,10,25,0,0
2020-03-07,DK,Denmark,EURO,2,27,0,0
2020-03-08,DK,Denmark,EURO,9,36,0,0
2020-03-09,DK,Denmark,EURO,48,84,0,0
2020-03-10,DK,Denmark,EURO,210,294,0,0
2020-03-11,DK,Denmark,EURO,255,549,0,0
2020-03-12,DK,Denmark,EURO,206,755,0,0
2020-03-13,DK,Denmark,EURO,41,796,1,1
2020-03-14,DK,Denmark,EURO,33,829,0,1
2020-03-15,DK,Denmark,EURO,37,866,0,1
2020-03-16,DK,Denmark,EURO,45,911,1,2
2020-03-17,DK,Denmark,EURO,74,985,2,4
2020-03-18,DK,Denmark,EURO,76,1061,1,5
2020-03-19,DK,Denmark,EURO,83,1144,1,6
2020-03-20,DK,Denmark,EURO,106,1250,4,10
2020-03-21,DK,Denmark,EURO,102,1352,5,15
2020-03-22,DK,Denmark,EURO,48,1400,4,19
2020-03-23,DK,Denmark,EURO,62,1462,3,22
2020-03-24,DK,Denmark,EURO,131,1593,3,25
2020-03-25,DK,Denmark,EURO,138,1731,6,31
2020-03-26,DK,Denmark,EURO,151,1882,6,37
2020-03-27,DK,Denmark,EURO,170,2052,6,43
2020-03-28,DK,Denmark,EURO,215,2267,12,55
2020-03-29,DK,Denmark,EURO,200,2467,12,67
2020-03-30,DK,Denmark,EURO,127,2594,9,76
2020-03-31,DK,Denmark,EURO,309,2903,8,84
2020-04-01,DK,Denmark,EURO,254,3157,11,95
2020-04-02,DK,Denmark,EURO,279,3436,15,110
2020-04-03,DK,Denmark,EURO,380,3816,22,132
2020-04-04,DK,Denmark,EURO,471,4287,18,150
2020-04-05,DK,Denmark,EURO,293,4580,20,170
2020-04-06,DK,Denmark,EURO,157,4737,15,185
2020-04-07,DK,Denmark,EURO,423,5160,12,197
2020-04-08,DK,Denmark,EURO,345,5505,17,214
2020-04-09,DK,Denmark,EURO,294,5799,12,226
2020-04-10,DK,Denmark,EURO,136,5935,15,241
2020-04-11,DK,Denmark,EURO,140,6075,13,254
2020-04-12,DK,Denmark,EURO,139,6214,16,270
2020-04-13,DK,Denmark,EURO,156,6370,11,281
2020-04-14,DK,Denmark,EURO,156,6526,11,292
2020-04-15,DK,Denmark,EURO,258,6784,16,308
2020-04-16,DK,Denmark,EURO,198,6982,12,320
2020-04-17,DK,Denmark,EURO,178,7160,10,330
2020-04-18,DK,Denmark,EURO,168,7328,12,342
2020-04-19,DK,Denmark,EURO,104,7432,9,351
2020-04-20,DK,Denmark,EURO,111,7543,10,361
2020-04-21,DK,Denmark,EURO,213,7756,6,367
2020-04-22,DK,Denmark,EURO,200,7956,7,374
2020-04-23,DK,Denmark,EURO,226,8182,12,386
2020-04-24,DK,Denmark,EURO,231,8413,14,400
2020-04-25,DK,Denmark,EURO,164,8577,10,410
2020-04-26,DK,Denmark,EURO,134,8711,6,416
2020-04-27,DK,Denmark,EURO,119,8830,5,421
2020-04-28,DK,Denmark,EURO,217,9047,5,426
2020-04-29,DK,Denmark,EURO,136,9183,9,435
2020-04-30,DK,Denmark,EURO,139,9322,10,445
2020-05-01,DK,Denmark,EURO,146,9468,9,454
2020-05-02,DK,Denmark,EURO,148,9616,9,463
2020-05-03,DK,Denmark,EURO,115,9731,11,474
2020-05-04,DK,Denmark,EURO,78,9809,8,482
2020-05-05,DK,Denmark,EURO,120,9929,9,491
2020-05-06,DK,Denmark,EURO,122,10051,7,498
2020-05-07,DK,Denmark,EURO,105,10156,3,501
2020-05-08,DK,Denmark,EURO,122,10278,6,507
2020-05-09,DK,Denmark,EURO,69,10347,6,513
2020-05-10,DK,Denmark,EURO,64,10411,4,517
2020-05-11,DK,Denmark,EURO,57,10468,3,520
2020-05-12,DK,Denmark,EURO,78,10546,5,525
2020-05-13,DK,Denmark,EURO,56,10602,4,529
2020-05-14,DK,Denmark,EURO,65,10667,7,536
2020-05-15,DK,Denmark,EURO,61,10728,5,541
2020-05-16,DK,Denmark,EURO,89,10817,0,541
2020-05-17,DK,Denmark,EURO,34,10851,6,547
2020-05-18,DK,Denmark,EURO,50,10901,3,550
2020-05-19,DK,Denmark,EURO,80,10981,3,553
2020-05-20,DK,Denmark,EURO,60,11041,3,556
2020-05-21,DK,Denmark,EURO,69,11110,2,558
2020-05-22,DK,Denmark,EURO,31,11141,5,563
2020-05-23,DK,Denmark,EURO,71,11212,0,563
2020-05-24,DK,Denmark,EURO,35,11247,1,564
2020-05-25,DK,Denmark,EURO,34,11281,1,565
2020-05-26,DK,Denmark,EURO,52,11333,1,566
2020-05-27,DK,Denmark,EURO,62,11395,0,566
2020-05-28,DK,Denmark,EURO,52,11447,3,569
2020-05-29,DK,Denmark,EURO,37,11484,1,570
2020-05-30,DK,Denmark,EURO,42,11526,0,570
2020-05-31,DK,Denmark,EURO,33,11559,1,571
2020-06-01,DK,Denmark,EURO,22,11581,4,575
2020-06-02,DK,Denmark,EURO,35,11616,2,577
2020-06-03,DK,Denmark,EURO,55,11671,3,580
2020-06-04,DK,Denmark,EURO,52,11723,1,581
2020-06-05,DK,Denmark,EURO,41,11764,1,582
2020-06-06,DK,Denmark,EURO,34,11798,4,586
2020-06-07,DK,Denmark,EURO,15,11813,2,588
2020-06-08,DK,Denmark,EURO,14,11827,3,591
2020-06-09,DK,Denmark,EURO,43,11870,2,593
2020-06-10,DK,Denmark,EURO,28,11898,0,593
2020-06-11,DK,Denmark,EURO,38,11936,0,593
2020-06-12,DK,Denmark,EURO,48,11984,0,593
2020-06-13,DK,Denmark,EURO,60,12044,1,594
2020-06-14,DK,Denmark,EURO,27,12071,3,597
2020-06-15,DK,Denmark,EURO,20,12091,0,597
2020-06-16,DK,Denmark,EURO,39,12130,1,598
2020-06-17,DK,Denmark,EURO,45,12175,0,598
2020-06-18,DK,Denmark,EURO,74,12249,1,599
2020-06-19,DK,Denmark,EURO,45,12294,1,600
2020-06-20,DK,Denmark,EURO,42,12336,1,601
2020-06-21,DK,Denmark,EURO,38,12374,1,602
2020-06-22,DK,Denmark,EURO,31,12405,1,603
2020-06-23,DK,Denmark,EURO,45,12450,0,603
2020-06-24,DK,Denmark,EURO,19,12469,0,603
2020-06-25,DK,Denmark,EURO,45,12514,1,604
2020-06-26,DK,Denmark,EURO,30,12544,0,604
2020-06-27,DK,Denmark,EURO,20,12564,1,605
2020-06-28,DK,Denmark,EURO,18,12582,0,605
2020-06-29,DK,Denmark,EURO,11,12593,0,605
2020-06-30,DK,Denmark,EURO,27,12620,1,606
2020-07-01,DK,Denmark,EURO,23,12643,0,606
2020-07-02,DK,Denmark,EURO,10,12653,0,606
2020-07-03,DK,Denmark,EURO,15,12668,1,607
2020-07-04,DK,Denmark,EURO,17,12685,0,607
2020-07-05,DK,Denmark,EURO,13,12698,0,607
2020-07-06,DK,Denmark,EURO,11,12709,1,608
2020-07-07,DK,Denmark,EURO,9,12718,0,608
2020-07-08,DK,Denmark,EURO,13,12731,2,610
2020-07-09,DK,Denmark,EURO,26,12757,0,610
2020-07-10,DK,Denmark,EURO,41,12798,0,610
2020-07-11,DK,Denmark,EURO,33,12831,0,610
2020-07-12,DK,Denmark,EURO,24,12855,3,613
2020-07-13,DK,Denmark,EURO,22,12877,1,614
2020-07-14,DK,Denmark,EURO,32,12909,0,614
2020-07-15,DK,Denmark,EURO,33,12942,0,614
2020-07-16,DK,Denmark,EURO,42,12984,0,614
2020-07-17,DK,Denmark,EURO,52,13036,1,615
2020-07-18,DK,Denmark,EURO,32,13068,0,615
2020-07-19,DK,Denmark,EURO,43,13111,1,616
2020-07-20,DK,Denmark,EURO,28,13139,0,616
2020-07-21,DK,Denmark,EURO,32,13171,0,616
2020-07-22,DK,Denmark,EURO,36,13207,0,616
2020-07-23,DK,Denmark,EURO,34,13241,0,616
2020-07-24,DK,Denmark,EURO,51,13292,2,618
2020-07-25,DK,Denmark,EURO,36,13328,0,618
2020-07-26,DK,Denmark,EURO,27,13355,0,618
2020-07-27,DK,Denmark,EURO,23,13378,0,618
2020-07-28,DK,Denmark,EURO,63,13441,0,618
2020-07-29,DK,Denmark,EURO,77,13518,0,618
2020-07-30,DK,Denmark,EURO,59,13577,1,619
2020-07-31,DK,Denmark,EURO,84,13661,1,620
2020-08-01,DK,Denmark,EURO,58,13719,0,620
2020-08-02,DK,Denmark,EURO,64,13783,1,621
2020-08-03,DK,Denmark,EURO,78,13861,0,621
2020-08-04,DK,Denmark,EURO,117,13978,0,621
2020-08-05,DK,Denmark,EURO,121,14099,0,621
2020-08-06,DK,Denmark,EURO,116,14215,0,621
2020-08-07,DK,Denmark,EURO,171,14386,1,622
2020-08-08,DK,Denmark,EURO,141,14527,0,622
2020-08-09,DK,Denmark,EURO,89,14616,0,622
2020-08-10,DK,Denmark,EURO,129,14745,1,623
2020-08-11,DK,Denmark,EURO,152,14897,2,625
2020-08-12,DK,Denmark,EURO,136,15033,1,626
2020-08-13,DK,Denmark,EURO,160,15193,0,626
2020-08-14,DK,Denmark,EURO,116,15309,0,626
2020-08-15,DK,Denmark,EURO,110,15419,0,626
2020-08-16,DK,Denmark,EURO,126,15545,0,626
2020-08-17,DK,Denmark,EURO,90,15635,0,626
2020-08-18,DK,Denmark,EURO,96,15731,0,626
2020-08-19,DK,Denmark,EURO,112,15843,0,626
2020-08-20,DK,Denmark,EURO,86,15929,0,626
2020-08-21,DK,Denmark,EURO,81,16010,0,626
2020-08-22,DK,Denmark,EURO,83,16093,0,626
2020-08-23,DK,Denmark,EURO,88,16181,1,627
2020-08-24,DK,Denmark,EURO,73,16254,1,628
2020-08-25,DK,Denmark,EURO,72,16326,0,628
2020-08-26,DK,Denmark,EURO,81,16407,0,628
2020-08-27,DK,Denmark,EURO,79,16486,1,629
2020-08-28,DK,Denmark,EURO,69,16555,0,629
2020-08-29,DK,Denmark,EURO,107,16662,0,629
2020-08-30,DK,Denmark,EURO,82,16744,0,629
2020-08-31,DK,Denmark,EURO,103,16847,0,629
2020-09-01,DK,Denmark,EURO,118,16965,0,629
2020-09-02,DK,Denmark,EURO,198,17163,2,631
2020-09-03,DK,Denmark,EURO,155,17318,0,631
2020-09-04,DK,Denmark,EURO,192,17510,0,631
2020-09-05,DK,Denmark,EURO,199,17709,1,632
2020-09-06,DK,Denmark,EURO,197,17906,0,632
2020-09-07,DK,Denmark,EURO,222,18128,0,632
2020-09-08,DK,Denmark,EURO,295,18423,1,633
2020-09-09,DK,Denmark,EURO,327,18750,1,634
2020-09-10,DK,Denmark,EURO,293,19043,0,634
2020-09-11,DK,Denmark,EURO,367,19410,1,635
2020-09-12,DK,Denmark,EURO,346,19756,0,635
2020-09-13,DK,Denmark,EURO,301,20057,1,636
2020-09-14,DK,Denmark,EURO,296,20353,1,637
2020-09-15,DK,Denmark,EURO,380,20733,2,639
2020-09-16,DK,Denmark,EURO,435,21168,0,639
2020-09-17,DK,Denmark,EURO,549,21717,1,640
2020-09-18,DK,Denmark,EURO,516,22233,1,641
2020-09-19,DK,Denmark,EURO,475,22708,0,641
2020-09-20,DK,Denmark,EURO,416,23124,0,641
2020-09-21,DK,Denmark,EURO,408,23532,3,644
2020-09-22,DK,Denmark,EURO,535,24067,3,647
2020-09-23,DK,Denmark,EURO,587,24654,1,648
2020-09-24,DK,Denmark,EURO,651,25305,2,650
2020-09-25,DK,Denmark,EURO,598,25903,1,651
2020-09-26,DK,Denmark,EURO,488,26391,2,653
2020-09-27,DK,Denmark,EURO,393,26784,1,654
2020-09-28,DK,Denmark,EURO,357,27141,1,655
2020-09-29,DK,Denmark,EURO,481,27622,0,655
2020-09-30,DK,Denmark,EURO,449,28071,1,656
2020-10-01,DK,Denmark,EURO,434,28505,1,657
2020-10-02,DK,Denmark,EURO,427,28932,0,657
2020-10-03,DK,Denmark,EURO,366,29298,2,659
2020-10-04,DK,Denmark,EURO,338,29636,2,661
2020-10-05,DK,Denmark,EURO,306,29942,3,664
2020-10-06,DK,Denmark,EURO,427,30369,3,667
2020-10-07,DK,Denmark,EURO,426,30795,2,669
2020-10-08,DK,Denmark,EURO,452,31247,0,669
2020-10-09,DK,Denmark,EURO,422,31669,1,670
2020-10-10,DK,Denmark,EURO,411,32080,3,673
2020-10-11,DK,Denmark,EURO,281,32361,1,674
2020-10-12,DK,Denmark,EURO,256,32617,3,677
2020-10-13,DK,Denmark,EURO,457,33074,2,679
2020-10-14,DK,Denmark,EURO,425,33499,3,682
2020-10-15,DK,Denmark,EURO,469,33968,1,683
2020-10-16,DK,Denmark,EURO,449,34417,1,684
2020-10-17,DK,Denmark,EURO,464,34881,0,684
2020-10-18,DK,Denmark,EURO,431,35312,2,686
2020-10-19,DK,Denmark,EURO,451,35763,5,691
2020-10-20,DK,Denmark,EURO,687,36450,3,694
2020-10-21,DK,Denmark,EURO,780,37230,1,695
2020-10-22,DK,Denmark,EURO,847,38077,3,698
2020-10-23,DK,Denmark,EURO,866,38943,4,702
2020-10-24,DK,Denmark,EURO,860,39803,4,706
2020-10-25,DK,Denmark,EURO,819,40622,5,711
2020-10-26,DK,Denmark,EURO,916,41538,3,714
2020-10-27,DK,Denmark,EURO,1005,42543,3,717
2020-10-28,DK,Denmark,EURO,1241,43784,3,720
2020-10-29,DK,Denmark,EURO,1203,44987,2,722
2020-10-30,DK,Denmark,EURO,1012,45999,3,725
2020-10-31,DK,Denmark,EURO,1081,47080,2,727
2020-11-01,DK,Denmark,EURO,976,48056,1,728
2020-11-02,DK,Denmark,EURO,954,49010,2,730
2020-11-03,DK,Denmark,EURO,1271,50281,1,731
2020-11-04,DK,Denmark,EURO,1256,51537,4,735
2020-11-05,DK,Denmark,EURO,1241,52778,3,738
2020-11-06,DK,Denmark,EURO,1028,53806,5,743
2020-11-07,DK,Denmark,EURO,959,54765,3,746
2020-11-08,DK,Denmark,EURO,844,55609,4,750
2020-11-09,DK,Denmark,EURO,737,56346,1,751
2020-11-10,DK,Denmark,EURO,1043,57389,4,755
2020-11-11,DK,Denmark,EURO,1053,58442,4,759
2020-11-12,DK,Denmark,EURO,1088,59530,2,761
2020-11-13,DK,Denmark,EURO,1052,60582,1,762
2020-11-14,DK,Denmark,EURO,1148,61730,1,763
2020-11-15,DK,Denmark,EURO,1043,62773,1,764
2020-11-16,DK,Denmark,EURO,989,63762,5,769
2020-11-17,DK,Denmark,EURO,1251,65013,3,772
2020-11-18,DK,Denmark,EURO,1328,66341,4,776
2020-11-19,DK,Denmark,EURO,1330,67671,3,779
2020-11-20,DK,Denmark,EURO,1221,68892,5,784
2020-11-21,DK,Denmark,EURO,1222,70114,3,787
2020-11-22,DK,Denmark,EURO,1001,71115,4,791
2020-11-23,DK,Denmark,EURO,1009,72124,5,796
2020-11-24,DK,Denmark,EURO,1187,73311,6,802
2020-11-25,DK,Denmark,EURO,1326,74637,3,805
2020-11-26,DK,Denmark,EURO,1313,75950,6,811
2020-11-27,DK,Denmark,EURO,1255,77205,8,819
2020-11-28,DK,Denmark,EURO,1308,78513,4,823
2020-11-29,DK,Denmark,EURO,1151,79664,8,831
2020-11-30,DK,Denmark,EURO,1173,80837,6,837
2020-12-01,DK,Denmark,EURO,1531,82368,11,848
2020-12-02,DK,Denmark,EURO,1712,84080,7,855
2020-12-03,DK,Denmark,EURO,1876,85956,10,865
2020-12-04,DK,Denmark,EURO,1906,87862,6,871
2020-12-05,DK,Denmark,EURO,2017,89879,11,882
2020-12-06,DK,Denmark,EURO,1715,91594,7,889
2020-12-07,DK,Denmark,EURO,1976,93570,11,900
2020-12-08,DK,Denmark,EURO,2750,96320,9,909
2020-12-09,DK,Denmark,EURO,3123,99443,6,915
2020-12-10,DK,Denmark,EURO,3188,102631,7,922
2020-12-11,DK,Denmark,EURO,3281,105912,10,932
2020-12-12,DK,Denmark,EURO,3293,109205,7,939
2020-12-13,DK,Denmark,EURO,3088,112293,7,946
2020-12-14,DK,Denmark,EURO,3166,115459,8,954
2020-12-15,DK,Denmark,EURO,3985,119444,11,965
2020-12-16,DK,Denmark,EURO,4290,123734,11,976
2020-12-17,DK,Denmark,EURO,4387,128121,17,993
2020-12-18,DK,Denmark,EURO,3611,131732,14,1007
2020-12-19,DK,Denmark,EURO,3130,134862,15,1022
2020-12-20,DK,Denmark,EURO,2754,137616,11,1033
2020-12-21,DK,Denmark,EURO,2453,140069,20,1053
2020-12-22,DK,Denmark,EURO,3099,143168,19,1072
2020-12-23,DK,Denmark,EURO,2867,146035,19,1091
2020-12-24,DK,Denmark,EURO,3075,149110,21,1112
2020-12-25,DK,Denmark,EURO,1472,150582,19,1131
2020-12-26,DK,Denmark,EURO,1586,152168,22,1153
2020-12-27,DK,Denmark,EURO,2684,154852,21,1174
2020-12-28,DK,Denmark,EURO,2184,157036,26,1200
2020-12-29,DK,Denmark,EURO,3062,160098,29,1229
2020-12-30,DK,Denmark,EURO,2475,162573,25,1254
2020-12-31,DK,Denmark,EURO,2768,165341,32,1286
2021-01-01,DK,Denmark,EURO,1227,166568,28,1314
2021-01-02,DK,Denmark,EURO,1203,167771,33,1347
2021-01-03,DK,Denmark,EURO,2046,169817,21,1368
2021-01-04,DK,Denmark,EURO,1670,171487,33,1401
2021-01-05,DK,Denmark,EURO,2479,173966,28,1429
2021-01-06,DK,Denmark,EURO,1929,175895,27,1456
2021-01-07,DK,Denmark,EURO,1657,177552,21,1477
2021-01-08,DK,Denmark,EURO,1588,179140,36,1513
2021-01-09,DK,Denmark,EURO,1432,180572,29,1542
2021-01-10,DK,Denmark,EURO,1193,181765,26,1568
2021-01-11,DK,Denmark,EURO,990,182755,24,1592
2021-01-12,DK,Denmark,EURO,1353,184108,36,1628
2021-01-13,DK,Denmark,EURO,1261,185369,25,1653
2021-01-14,DK,Denmark,EURO,1116,186485,38,1691
2021-01-15,DK,Denmark,EURO,1007,187492,30,1721
2021-01-16,DK,Denmark,EURO,855,188347,29,1750
2021-01-17,DK,Denmark,EURO,719,189066,26,1776
2021-01-18,DK,Denmark,EURO,677,189743,31,1807
2021-01-19,DK,Denmark,EURO,931,190674,29,1836
2021-01-20,DK,Denmark,EURO,914,191588,29,1865
2021-01-21,DK,Denmark,EURO,776,192364,39,1904
2021-01-22,DK,Denmark,EURO,857,193221,29,1933
2021-01-23,DK,Denmark,EURO,715,193936,27,1960
2021-01-24,DK,Denmark,EURO,590,194526,24,1984
2021-01-25,DK,Denmark,EURO,514,195040,26,2010
2021-01-26,DK,Denmark,EURO,722,195762,20,2030
2021-01-27,DK,Denmark,EURO,683,196445,25,2055
2021-01-28,DK,Denmark,EURO,532,196977,20,2075
2021-01-29,DK,Denmark,EURO,502,197479,17,2092
2021-01-30,DK,Denmark,EURO,406,197885,19,2111
2021-01-31,DK,Denmark,EURO,361,198246,19,2130
2021-02-01,DK,Denmark,EURO,389,198635,19,2149
2021-02-02,DK,Denmark,EURO,506,199141,17,2166
2021-02-03,DK,Denmark,EURO,488,199629,14,2180
2021-02-04,DK,Denmark,EURO,428,200057,11,2191
2021-02-05,DK,Denmark,EURO,441,200498,17,2208
2021-02-06,DK,Denmark,EURO,408,200906,15,2223
2021-02-07,DK,Denmark,EURO,434,201340,11,2234
2021-02-08,DK,Denmark,EURO,389,201729,7,2241
2021-02-09,DK,Denmark,EURO,442,202171,8,2249
2021-02-10,DK,Denmark,EURO,460,202631,14,2263
2021-02-11,DK,Denmark,EURO,448,203079,16,2279
2021-02-12,DK,Denmark,EURO,377,203456,12,2291
2021-02-13,DK,Denmark,EURO,319,203775,10,2301
2021-02-14,DK,Denmark,EURO,332,204107,7,2308
2021-02-15,DK,Denmark,EURO,341,204448,9,2317
2021-02-16,DK,Denmark,EURO,405,204853,5,2322
2021-02-17,DK,Denmark,EURO,527,205380,7,2329
2021-02-18,DK,Denmark,EURO,509,205889,3,2332
2021-02-19,DK,Denmark,EURO,549,206438,6,2338
2021-02-20,DK,Denmark,EURO,466,206904,9,2347
2021-02-21,DK,Denmark,EURO,434,207338,4,2351
2021-02-22,DK,Denmark,EURO,474,207812,5,2356
2021-02-23,DK,Denmark,EURO,593,208405,5,2361
2021-02-24,DK,Denmark,EURO,614,209019,0,2361
2021-02-25,DK,Denmark,EURO,540,209559,2,2363
2021-02-26,DK,Denmark,EURO,547,210106,7,2370
2021-02-27,DK,Denmark,EURO,493,210599,2,2372
2021-02-28,DK,Denmark,EURO,425,211024,4,2376
2021-03-01,DK,Denmark,EURO,479,211503,5,2381
2021-03-02,DK,Denmark,EURO,597,212100,3,2384
2021-03-03,DK,Denmark,EURO,603,212703,2,2386
2021-03-04,DK,Denmark,EURO,548,213251,4,2390
2021-03-05,DK,Denmark,EURO,489,213740,3,2393
2021-03-06,DK,Denmark,EURO,473,214213,2,2395
2021-03-07,DK,Denmark,EURO,457,214670,0,2395
2021-03-08,DK,Denmark,EURO,459,215129,3,2398
2021-03-09,DK,Denmark,EURO,602,215731,2,2400
2021-03-10,DK,Denmark,EURO,642,216373,0,2400
2021-03-11,DK,Denmark,EURO,546,216919,3,2403
2021-03-12,DK,Denmark,EURO,588,217507,3,2406
2021-03-13,DK,Denmark,EURO,491,217998,3,2409
2021-03-14,DK,Denmark,EURO,464,218462,2,2411
2021-03-15,DK,Denmark,EURO,488,218950,1,2412
2021-03-16,DK,Denmark,EURO,644,219594,2,2414
2021-03-17,DK,Denmark,EURO,752,220346,2,2416
2021-03-18,DK,Denmark,EURO,672,221018,0,2416
2021-03-19,DK,Denmark,EURO,654,221672,2,2418
2021-03-20,DK,Denmark,EURO,647,222319,1,2419
2021-03-21,DK,Denmark,EURO,587,222906,4,2423
2021-03-22,DK,Denmark,EURO,567,223473,0,2423
2021-03-23,DK,Denmark,EURO,790,224263,1,2424
2021-03-24,DK,Denmark,EURO,804,225067,3,2427
2021-03-25,DK,Denmark,EURO,793,225860,2,2429
2021-03-26,DK,Denmark,EURO,651,226511,8,2437
2021-03-27,DK,Denmark,EURO,702,227213,1,2438
2021-03-28,DK,Denmark,EURO,674,227887,2,2440
2021-03-29,DK,Denmark,EURO,614,228501,3,2443
2021-03-30,DK,Denmark,EURO,765,229266,0,2443
2021-03-31,DK,Denmark,EURO,677,229943,1,2444
2021-04-01,DK,Denmark,EURO,693,230636,3,2447
2021-04-02,DK,Denmark,EURO,713,231349,4,2451
2021-04-03,DK,Denmark,EURO,554,231903,1,2452
2021-04-04,DK,Denmark,EURO,519,232422,4,2456
2021-04-05,DK,Denmark,EURO,467,232889,1,2457
2021-04-06,DK,Denmark,EURO,558,233447,1,2458
2021-04-07,DK,Denmark,EURO,706,234153,3,2461
2021-04-08,DK,Denmark,EURO,709,234862,1,2462
2021-04-09,DK,Denmark,EURO,713,235575,2,2464
2021-04-10,DK,Denmark,EURO,725,236300,2,2466
2021-04-11,DK,Denmark,EURO,548,236848,3,2469
2021-04-12,DK,Denmark,EURO,532,237380,1,2470
2021-04-13,DK,Denmark,EURO,760,238140,3,2473
2021-04-14,DK,Denmark,EURO,739,238879,3,2476
2021-04-15,DK,Denmark,EURO,694,239573,0,2476
2021-04-16,DK,Denmark,EURO,732,240305,2,2478
2021-04-17,DK,Denmark,EURO,706,241011,2,2480
2021-04-18,DK,Denmark,EURO,652,241663,5,2485
2021-04-19,DK,Denmark,EURO,716,242379,3,2488
2021-04-20,DK,Denmark,EURO,862,243241,3,2491
2021-04-21,DK,Denmark,EURO,848,244089,2,2493
2021-04-22,DK,Denmark,EURO,659,244748,3,2496
2021-04-23,DK,Denmark,EURO,620,245368,4,2500
2021-04-24,DK,Denmark,EURO,626,245994,3,2503
2021-04-25,DK,Denmark,EURO,568,246562,1,2504
2021-04-26,DK,Denmark,EURO,597,247159,3,2507
2021-04-27,DK,Denmark,EURO,772,247931,1,2508
2021-04-28,DK,Denmark,EURO,893,248824,1,2509
2021-04-29,DK,Denmark,EURO,808,249632,3,2512
2021-04-30,DK,Denmark,EURO,800,250432,2,2514
2021-05-01,DK,Denmark,EURO,756,251188,3,2517
2021-05-02,DK,Denmark,EURO,689,251877,3,2520
2021-05-03,DK,Denmark,EURO,712,252589,1,2521
2021-05-04,DK,Denmark,EURO,1021,253610,2,2523
2021-05-05,DK,Denmark,EURO,973,254583,0,2523
2021-05-06,DK,Denmark,EURO,1055,255638,2,2525
2021-05-07,DK,Denmark,EURO,887,256525,1,2526
2021-05-08,DK,Denmark,EURO,901,257426,1,2527
2021-05-09,DK,Denmark,EURO,848,258274,2,2529
